Accession,Continent,Block,Capsule_width,Capsule_length,Region
T121,Africa,Block7,,,Northern Africa
T121,Africa,Block7,,,Northern Africa
T122,Africa,Block3,7.5,27,Northern Africa
T122,Africa,Block3,7.2,24,Northern Africa
T122,Africa,Block3,7.6,22,Northern Africa
T122,Africa,Block3,,,Northern Africa
T122,Africa,Block3,,,Northern Africa
T123,Africa,Block4,6.9,14,Northern Africa
T123,Africa,Block4,7.5,21,Northern Africa
T123,Africa,Block4,8,31,Northern Africa
T123,Africa,Block4,,,Northern Africa
T123,Africa,Block4,,,Northern Africa
T124,Africa,Block8,7,22,Northern Africa
T124,Africa,Block8,6.9,20,Northern Africa
T124,Africa,Block8,8.9,29,Northern Africa
T124,Africa,Block8,,,Northern Africa
T124,Africa,Block8,,,Northern Africa
T125,Africa,Block4,7.8,26,Northern Africa
T125,Africa,Block4,8.5,24,Northern Africa
T125,Africa,Block4,8.2,21,Northern Africa
T125,Africa,Block4,,,Northern Africa
T125,Africa,Block4,,,Northern Africa
T126,Africa,Block6,7.8,21,Northern Africa
T126,Africa,Block6,7.5,22,Northern Africa
T126,Africa,Block6,7.4,23,Northern Africa
T126,Africa,Block6,8.6,31,Northern Africa
T126,Africa,Block6,,,Northern Africa
T127,Africa,Block6,6.4,21,Northern Africa
T127,Africa,Block6,6.6,22,Northern Africa
T127,Africa,Block6,6.4,18,Northern Africa
T127,Africa,Block6,,,Northern Africa
T127,Africa,Block6,,,Northern Africa
T28,Africa,Block3,7.2,24,Northern Africa
T28,Africa,Block3,7.1,25,Northern Africa
T28,Africa,Block3,7.2,26,Northern Africa
T28,Africa,Block3,,,Northern Africa
T28,Africa,Block3,,,Northern Africa
T129,Africa,Block4,8.1,25,Northern Africa
T129,Africa,Block4,6.7,20,Northern Africa
T129,Africa,Block4,6.5,22,Northern Africa
T129,Africa,Block4,7.9,25,Northern Africa
T129,Africa,Block4,7.8,25,Northern Africa
T130,Africa,Block8,6.6,21,Northern Africa
T130,Africa,Block8,7.7,20,Northern Africa
T130,Africa,Block8,7.9,23,Northern Africa
T130,Africa,Block8,,,Northern Africa
T130,Africa,Block8,,,Northern Africa
T131,Africa,Block6,6.1,21,Northern Africa
T131,Africa,Block6,7.7,23,Northern Africa
T131,Africa,Block6,6.9,21,Northern Africa
T131,Africa,Block6,,,Northern Africa
T131,Africa,Block6,,,Northern Africa
T132,Africa,Block7,7.1,26,Northern Africa
T132,Africa,Block7,6.7,25,Northern Africa
T132,Africa,Block7,7.6,27,Northern Africa
T132,Africa,Block7,6.7,27,Northern Africa
T132,Africa,Block7,7.2,28,Northern Africa
T133,Africa,Block6,7.4,25,Northern Africa
T133,Africa,Block6,7,26,Northern Africa
T133,Africa,Block6,,,Northern Africa
T133,Africa,Block6,,,Northern Africa
T133,Africa,Block6,,,Northern Africa
T134,Africa,Block4,8,27,Northern Africa
T134,Africa,Block4,7.1,27,Northern Africa
T134,Africa,Block4,,,Northern Africa
T134,Africa,Block4,,,Northern Africa
T134,Africa,Block4,,,Northern Africa
T135,Africa,Block3,7.5,24,Northern Africa
T135,Africa,Block3,6.3,15,Northern Africa
T135,Africa,Block3,7.2,21,Northern Africa
T135,Africa,Block3,,,Northern Africa
T135,Africa,Block3,,,Northern Africa
T136,Africa,Block1,7.2,25,Northern Africa
T136,Africa,Block1,7.5,28,Northern Africa
T136,Africa,Block1,6.6,26,Northern Africa
T136,Africa,Block1,7.5,28,Northern Africa
T136,Africa,Block1,7.6,28,Northern Africa
T137,Africa,Block8,7.4,24,Northern Africa
T137,Africa,Block8,7.6,25,Northern Africa
T137,Africa,Block8,7.4,21,Northern Africa
T137,Africa,Block8,7.3,19,Northern Africa
T137,Africa,Block8,10.4,21,Northern Africa
T138,Africa,Block4,8,23,Northern Africa
T138,Africa,Block4,8.5,22,Northern Africa
T138,Africa,Block4,7.2,25,Northern Africa
T138,Africa,Block4,,,Northern Africa
T138,Africa,Block4,,,Northern Africa
T139,Africa,Block2,7.8,28,Northern Africa
T139,Africa,Block2,7.6,25,Northern Africa
T139,Africa,Block2,7.1,24,Northern Africa
T139,Africa,Block2,,,Northern Africa
T139,Africa,Block2,,,Northern Africa
T140,Africa,Block8,7.1,19,Northern Africa
T140,Africa,Block8,7.5,27,Northern Africa
T140,Africa,Block8,8.8,25,Northern Africa
T140,Africa,Block8,7.3,22,Northern Africa
T140,Africa,Block8,7.8,24,Northern Africa
T141,Africa,Block7,7.6,23,Northern Africa
T141,Africa,Block7,7.2,23,Northern Africa
T141,Africa,Block7,8.5,24,Northern Africa
T141,Africa,Block7,8.4,26,Northern Africa
T141,Africa,Block7,7.2,23,Northern Africa
T142,Africa,Block5,7.8,23,Northern Africa
T142,Africa,Block5,6.9,25,Northern Africa
T142,Africa,Block5,7.2,22,Northern Africa
T142,Africa,Block5,7.3,24,Northern Africa
T142,Africa,Block5,8,23,Northern Africa
T143,Africa,Block4,6.9,25,Northern Africa
T143,Africa,Block4,6.9,21,Northern Africa
T143,Africa,Block4,6.8,23,Northern Africa
T143,Africa,Block4,7.8,25,Northern Africa
T143,Africa,Block4,8.4,26,Northern Africa
T144,Africa,Block3,9,25,Northern Africa
T144,Africa,Block3,6.3,22,Northern Africa
T144,Africa,Block3,6.9,26,Northern Africa
T144,Africa,Block3,,,Northern Africa
T144,Africa,Block3,,,Northern Africa
T145,Africa,Block4,11.5,20,Northern Africa
T145,Africa,Block4,6.8,11,Northern Africa
T145,Africa,Block4,7.8,20,Northern Africa
T145,Africa,Block4,7.3,22,Northern Africa
T145,Africa,Block4,8,24,Northern Africa
T146,Africa,Block3,7.4,21,Northern Africa
T146,Africa,Block3,9.3,22,Northern Africa
T146,Africa,Block3,7,22,Northern Africa
T146,Africa,Block3,8.2,20,Northern Africa
T146,Africa,Block3,,,Northern Africa
T147,Africa,Block1,7,22,Northern Africa
T147,Africa,Block1,7.1,25,Northern Africa
T147,Africa,Block1,7.5,19,Northern Africa
T147,Africa,Block1,5.4,22,Northern Africa
T147,Africa,Block1,,,Northern Africa
T148,Africa,Block1,6.5,21,Northern Africa
T148,Africa,Block1,7.9,27,Northern Africa
T148,Africa,Block1,6.5,22,Northern Africa
T148,Africa,Block1,7.6,23,Northern Africa
T148,Africa,Block1,,,Northern Africa
T149,Africa,Block1,9.3,29,Northern Africa
T149,Africa,Block1,6.8,23,Northern Africa
T149,Africa,Block1,8.1,27,Northern Africa
T149,Africa,Block1,,,Northern Africa
T149,Africa,Block1,,,Northern Africa
T150,Africa,Block6,7.1,22,Northern Africa
T150,Africa,Block6,7,24,Northern Africa
T150,Africa,Block6,6.7,20,Northern Africa
T150,Africa,Block6,,,Northern Africa
T150,Africa,Block6,,,Northern Africa
T151,Africa,Block5,6.9,19,Northern Africa
T151,Africa,Block5,7.4,21,Northern Africa
T151,Africa,Block5,8.7,21,Northern Africa
T151,Africa,Block5,7.9,23,Northern Africa
T151,Africa,Block5,6.4,19,Northern Africa
T152,Africa,Block3,7.9,19,Northern Africa
T152,Africa,Block3,7.3,21,Northern Africa
T152,Africa,Block3,6.3,20,Northern Africa
T152,Africa,Block3,7.5,18,Northern Africa
T152,Africa,Block3,7.4,20,Northern Africa
T153,Africa,Block4,7.1,24,Northern Africa
T153,Africa,Block4,7.2,24,Northern Africa
T153,Africa,Block4,7.9,23,Northern Africa
T153,Africa,Block4,7.7,23,Northern Africa
T153,Africa,Block4,8.4,27,Northern Africa
T154,Africa,Block4,7.2,27,Northern Africa
T154,Africa,Block4,7,24,Northern Africa
T154,Africa,Block4,6.1,21,Northern Africa
T154,Africa,Block4,7.2,27,Northern Africa
T154,Africa,Block4,7,28,Northern Africa
T155,Africa,Block3,7,24,Northern Africa
T155,Africa,Block3,6.7,20,Northern Africa
T155,Africa,Block3,7.4,25,Northern Africa
T155,Africa,Block3,7.4,22,Northern Africa
T155,Africa,Block3,7.8,24,Northern Africa
T156,Africa,Block7,8.2,23,Northern Africa
T156,Africa,Block7,7.6,19,Northern Africa
T156,Africa,Block7,8,24,Northern Africa
T156,Africa,Block7,,,Northern Africa
T156,Africa,Block7,,,Northern Africa
T157,Africa,Block1,7.3,22,Northern Africa
T157,Africa,Block1,7.8,24,Northern Africa
T157,Africa,Block1,7.4,22,Northern Africa
T157,Africa,Block1,7.8,22,Northern Africa
T157,Africa,Block1,7.1,22,Northern Africa
T158,Africa,Block5,7.8,25,Northern Africa
T158,Africa,Block5,6.6,22,Northern Africa
T158,Africa,Block5,7.5,23,Northern Africa
T158,Africa,Block5,7.9,23,Northern Africa
T158,Africa,Block5,,,Northern Africa
T159,Africa,Block8,7.5,20,Northern Africa
T159,Africa,Block8,7.2,22,Northern Africa
T159,Africa,Block8,7.3,22,Northern Africa
T159,Africa,Block8,7.5,21,Northern Africa
T159,Africa,Block8,8,23,Northern Africa
T160,Africa,Block4,7.6,25,Northern Africa
T160,Africa,Block4,7.1,23,Northern Africa
T160,Africa,Block4,7.5,26,Northern Africa
T160,Africa,Block4,,,Northern Africa
T160,Africa,Block4,,,Northern Africa
T161,Africa,Block4,8.3,18,Northern Africa
T161,Africa,Block4,7.1,21,Northern Africa
T161,Africa,Block4,6.4,19,Northern Africa
T161,Africa,Block4,6,18,Northern Africa
T161,Africa,Block4,6.7,19,Northern Africa
T162,Africa,Block8,7.7,24,Northern Africa
T162,Africa,Block8,7.4,22,Northern Africa
T162,Africa,Block8,7.2,23,Northern Africa
T162,Africa,Block8,7.3,22,Northern Africa
T162,Africa,Block8,6.6,20,Northern Africa
T163,Africa,Block8,7.1,19,Northern Africa
T163,Africa,Block8,6.3,18,Northern Africa
T163,Africa,Block8,7.1,23,Northern Africa
T163,Africa,Block8,6.4,25,Northern Africa
T163,Africa,Block8,8,22,Northern Africa
T164,Africa,Block5,8.1,21,Northern Africa
T164,Africa,Block5,8.3,21,Northern Africa
T164,Africa,Block5,7.7,19,Northern Africa
T164,Africa,Block5,8.4,21,Northern Africa
T164,Africa,Block5,9.5,20,Northern Africa
T165,Africa,Block1,6.9,20,Northern Africa
T165,Africa,Block1,7.3,17,Northern Africa
T165,Africa,Block1,6.2,21,Northern Africa
T165,Africa,Block1,7.3,21,Northern Africa
T165,Africa,Block1,6.5,19,Northern Africa
T166,Africa,Block1,7.9,30,Northern Africa
T166,Africa,Block1,7.7,24,Northern Africa
T166,Africa,Block1,7.4,27,Northern Africa
T166,Africa,Block1,7,23,Northern Africa
T166,Africa,Block1,7.3,23,Northern Africa
T167,Africa,Block8,8,24,Central Africa
T167,Africa,Block8,7,22,Central Africa
T167,Africa,Block8,8.6,24,Central Africa
T167,Africa,Block8,7.1,24,Central Africa
T167,Africa,Block8,7.6,21,Central Africa
T168,Africa,Block2,6,27,Northern Africa
T168,Africa,Block2,7.8,20,Northern Africa
T168,Africa,Block2,6.2,21,Northern Africa
T168,Africa,Block2,,,Northern Africa
T168,Africa,Block2,,,Northern Africa
T169,Africa,Block1,6.8,20,Eastern Africa
T169,Africa,Block1,6.2,18,Eastern Africa
T169,Africa,Block1,7.3,26,Eastern Africa
T169,Africa,Block1,,,Eastern Africa
T169,Africa,Block1,,,Eastern Africa
T170,Africa,Block4,6.7,21,Eastern Africa
T170,Africa,Block4,7.5,23,Eastern Africa
T170,Africa,Block4,7.8,18,Eastern Africa
T170,Africa,Block4,7.1,25,Eastern Africa
T170,Africa,Block4,7.6,26,Eastern Africa
T171,Africa,Block3,6.6,25,Eastern Africa
T171,Africa,Block3,7.8,26,Eastern Africa
T171,Africa,Block3,7.2,22,Eastern Africa
T171,Africa,Block3,,,Eastern Africa
T171,Africa,Block3,,,Eastern Africa
T172,Africa,Block1,9.4,24,Eastern Africa
T172,Africa,Block1,7.7,22,Eastern Africa
T172,Africa,Block1,8.6,27,Eastern Africa
T172,Africa,Block1,8.4,32,Eastern Africa
T172,Africa,Block1,,,Eastern Africa
T173,Africa,Block1,7.6,25,Eastern Africa
T173,Africa,Block1,8.5,26,Eastern Africa
T173,Africa,Block1,7.6,18,Eastern Africa
T173,Africa,Block1,,,Eastern Africa
T173,Africa,Block1,,,Eastern Africa
T174,Africa,Block1,8.9,24,Eastern Africa
T174,Africa,Block1,7.1,28,Eastern Africa
T174,Africa,Block1,7.5,23,Eastern Africa
T174,Africa,Block1,,,Eastern Africa
T174,Africa,Block1,,,Eastern Africa
T175,Africa,Block6,6,30,Eastern Africa
T175,Africa,Block6,7.6,32,Eastern Africa
T175,Africa,Block6,6.6,33,Eastern Africa
T175,Africa,Block6,6.4,30,Eastern Africa
T175,Africa,Block6,,,Eastern Africa
T176,Africa,Block1,8.8,29,Northern Africa
T176,Africa,Block1,9.1,25,Northern Africa
T176,Africa,Block1,7.3,26,Northern Africa
T176,Africa,Block1,7.1,27,Northern Africa
T176,Africa,Block1,7.7,28,Northern Africa
T177,Africa,Block2,7.5,23,Northern Africa
T177,Africa,Block2,8.3,26,Northern Africa
T177,Africa,Block2,7,23,Northern Africa
T177,Africa,Block2,7.3,24,Northern Africa
T177,Africa,Block2,7.2,24,Northern Africa
T178,Africa,Block2,9.8,27,Northern Africa
T178,Africa,Block2,7.6,28,Northern Africa
T178,Africa,Block2,7.1,28,Northern Africa
T178,Africa,Block2,8.3,28,Northern Africa
T178,Africa,Block2,7.6,25,Northern Africa
T179,Africa,Block8,7.2,32,Northern Africa
T179,Africa,Block8,8.1,24,Northern Africa
T179,Africa,Block8,8.3,29,Northern Africa
T179,Africa,Block8,8.2,30,Northern Africa
T179,Africa,Block8,7.6,22,Northern Africa
T180,Africa,Block8,7.7,22,Northern Africa
T180,Africa,Block8,7.8,26,Northern Africa
T180,Africa,Block8,7.6,22,Northern Africa
T180,Africa,Block8,6.8,19,Northern Africa
T180,Africa,Block8,7.4,24,Northern Africa
T181,Africa,Block4,8.4,29,Northern Africa
T181,Africa,Block4,7.2,22,Northern Africa
T181,Africa,Block4,7.1,23,Northern Africa
T181,Africa,Block4,7.1,19,Northern Africa
T181,Africa,Block4,8.2,25,Northern Africa
T182,Africa,Block6,8.5,26,Northern Africa
T182,Africa,Block6,6.9,22,Northern Africa
T182,Africa,Block6,8.1,24,Northern Africa
T182,Africa,Block6,,,Northern Africa
T182,Africa,Block6,,,Northern Africa
T183,Africa,Block4,10.4,35,Northern Africa
T183,Africa,Block4,9.4,31,Northern Africa
T183,Africa,Block4,10.5,30,Northern Africa
T183,Africa,Block4,10.4,30,Northern Africa
T183,Africa,Block4,10.2,31,Northern Africa
T184,Africa,Block3,7.7,22,Eastern Africa
T184,Africa,Block3,5.7,18,Eastern Africa
T184,Africa,Block3,,,Eastern Africa
T184,Africa,Block3,,,Eastern Africa
T184,Africa,Block3,,,Eastern Africa
T185,Africa,Block4,8.8,19,Eastern Africa
T185,Africa,Block4,9,19,Eastern Africa
T185,Africa,Block4,,,Eastern Africa
T185,Africa,Block4,,,Eastern Africa
T185,Africa,Block4,,,Eastern Africa
T186,Africa,Block8,8,23,Eastern Africa
T186,Africa,Block8,8,21,Eastern Africa
T186,Africa,Block8,9.1,27,Eastern Africa
T186,Africa,Block8,8.4,25,Eastern Africa
T186,Africa,Block8,7.8,22,Eastern Africa
T187,Africa,Block4,,,Eastern Africa
T187,Africa,Block4,,,Eastern Africa
T187,Africa,Block4,,,Eastern Africa
T187,Africa,Block4,,,Eastern Africa
T187,Africa,Block4,,,Eastern Africa
T188,Africa,Block6,,,Eastern Africa
T188,Africa,Block6,,,Eastern Africa
T188,Africa,Block6,,,Eastern Africa
T188,Africa,Block6,,,Eastern Africa
T188,Africa,Block6,,,Eastern Africa
T189,Africa,Block6,7.4,18,Eastern Africa
T189,Africa,Block6,7.3,19,Eastern Africa
T189,Africa,Block6,7.4,18,Eastern Africa
T189,Africa,Block6,7.9,19,Eastern Africa
T189,Africa,Block6,,,Eastern Africa
T190,Africa,Block8,,,Eastern Africa
T190,Africa,Block8,8.2,23,Eastern Africa
T190,Africa,Block8,,,Eastern Africa
T190,Africa,Block8,7.4,17,Eastern Africa
T190,Africa,Block8,,,Eastern Africa
T191,Africa,Block7,9.4,18,Eastern Africa
T191,Africa,Block7,10.2,21,Eastern Africa
T191,Africa,Block7,9.1,20,Eastern Africa
T191,Africa,Block7,8.6,22,Eastern Africa
T191,Africa,Block7,,,Eastern Africa
T192,Africa,Block8,9.1,19,Eastern Africa
T192,Africa,Block8,8.4,25,Eastern Africa
T192,Africa,Block8,7.9,24,Eastern Africa
T192,Africa,Block8,,,Eastern Africa
T192,Africa,Block8,,,Eastern Africa
T193,Africa,Block7,7.3,23,Eastern Africa
T193,Africa,Block7,,,Eastern Africa
T193,Africa,Block7,,,Eastern Africa
T193,Africa,Block7,,,Eastern Africa
T193,Africa,Block7,,,Eastern Africa
T194,Africa,Block7,8.5,25,Eastern Africa
T194,Africa,Block7,7,23,Eastern Africa
T194,Africa,Block7,9.2,20,Eastern Africa
T194,Africa,Block7,9.4,17,Eastern Africa
T194,Africa,Block7,,,Eastern Africa
T195,Africa,Block4,7,21,Eastern Africa
T195,Africa,Block4,6.9,18,Eastern Africa
T195,Africa,Block4,5.9,18,Eastern Africa
T195,Africa,Block4,6.8,18,Eastern Africa
T195,Africa,Block4,,,Eastern Africa
T196,Africa,Block6,9.5,22,Eastern Africa
T196,Africa,Block6,7.5,22,Eastern Africa
T196,Africa,Block6,7.3,26,Eastern Africa
T196,Africa,Block6,7.1,20,Eastern Africa
T196,Africa,Block6,,21,Eastern Africa
T197,Africa,Block1,7.6,,Eastern Africa
T197,Africa,Block1,,,Eastern Africa
T197,Africa,Block1,,,Eastern Africa
T197,Africa,Block1,,,Eastern Africa
T197,Africa,Block1,,,Eastern Africa
T198,Africa,Block5,,,Eastern Africa
T198,Africa,Block5,,,Eastern Africa
T198,Africa,Block5,,,Eastern Africa
T198,Africa,Block5,,,Eastern Africa
T198,Africa,Block5,,,Eastern Africa
T199,Africa,Block3,6.3,26,Eastern Africa
T199,Africa,Block3,7.3,22,Eastern Africa
T199,Africa,Block3,6.8,22,Eastern Africa
T199,Africa,Block3,,,Eastern Africa
T199,Africa,Block3,,,Eastern Africa
T200,Africa,Block7,,,Central Africa
T200,Africa,Block7,,,Central Africa
T200,Africa,Block7,,,Central Africa
T200,Africa,Block7,,,Central Africa
T200,Africa,Block7,,,Central Africa
T201,Africa,Block7,7.6,22,Central Africa
T201,Africa,Block7,7.3,23,Central Africa
T201,Africa,Block7,7.8,21,Central Africa
T201,Africa,Block7,7.6,23,Central Africa
T201,Africa,Block7,,,Central Africa
T202,Africa,Block4,7.3,17,Central Africa
T202,Africa,Block4,5.9,13,Central Africa
T202,Africa,Block4,5.8,17,Central Africa
T202,Africa,Block4,,,Central Africa
T202,Africa,Block4,,,Central Africa
T203,Africa,Block3,7,16,Central Africa
T203,Africa,Block3,6.7,18,Central Africa
T203,Africa,Block3,7.4,19,Central Africa
T203,Africa,Block3,,,Central Africa
T203,Africa,Block3,,,Central Africa
T204,Africa,Block1,7.2,18,Central Africa
T204,Africa,Block1,7.8,24,Central Africa
T204,Africa,Block1,7.6,20,Central Africa
T204,Africa,Block1,,,Central Africa
T204,Africa,Block1,,,Central Africa
T205,Africa,Block2,7.9,16,Eastern Africa
T205,Africa,Block2,6.9,20,Eastern Africa
T205,Africa,Block2,6.5,21,Eastern Africa
T205,Africa,Block2,,,Eastern Africa
T205,Africa,Block2,,,Eastern Africa
T206,Africa,Block2,6.8,25,Central Africa
T206,Africa,Block2,7.9,21,Central Africa
T206,Africa,Block2,6,23,Central Africa
T206,Africa,Block2,,,Central Africa
T206,Africa,Block2,,,Central Africa
T207,Africa,Block4,8.5,26,Central Africa
T207,Africa,Block4,8.5,25,Central Africa
T207,Africa,Block4,7.3,26,Central Africa
T207,Africa,Block4,7.3,26,Central Africa
T207,Africa,Block4,7.6,22,Central Africa
T208,Africa,Block2,8.8,29,Northern Africa
T208,Africa,Block2,8.6,28,Northern Africa
T208,Africa,Block2,9.4,24,Northern Africa
T208,Africa,Block2,7.7,28,Northern Africa
T208,Africa,Block2,10.2,29,Northern Africa
T209,Africa,Block3,6.6,19,Northern Africa
T209,Africa,Block3,7.2,21,Northern Africa
T209,Africa,Block3,5.9,22,Northern Africa
T209,Africa,Block3,7.9,24,Northern Africa
T209,Africa,Block3,8.3,27,Northern Africa
T210,Africa,Block6,8.6,25,Northern Africa
T210,Africa,Block6,8.5,22,Northern Africa
T210,Africa,Block6,6.6,22,Northern Africa
T210,Africa,Block6,7.4,29,Northern Africa
T210,Africa,Block6,,,Northern Africa
T211,Africa,Block8,7,17,Eastern Africa
T211,Africa,Block8,8.1,22,Eastern Africa
T211,Africa,Block8,7.3,19,Eastern Africa
T211,Africa,Block8,8,23,Eastern Africa
T211,Africa,Block8,,,Eastern Africa
T212,Africa,Block3,7.9,19,Eastern Africa
T212,Africa,Block3,6.2,22,Eastern Africa
T212,Africa,Block3,6,22,Eastern Africa
T212,Africa,Block3,7.3,23,Eastern Africa
T212,Africa,Block3,,,Eastern Africa
T213,Africa,Block1,5.5,21,Eastern Africa
T213,Africa,Block1,3.4,14,Eastern Africa
T213,Africa,Block1,7.6,29,Eastern Africa
T213,Africa,Block1,7.7,29,Eastern Africa
T213,Africa,Block1,5.4,23,Eastern Africa
T214,Africa,Block6,8.3,25,Western Africa
T214,Africa,Block6,7.7,25,Western Africa
T214,Africa,Block6,9.1,27,Western Africa
T214,Africa,Block6,8.3,26,Western Africa
T214,Africa,Block6,9.1,32,Western Africa
T215,Africa,Block8,7.8,21,Eastern Africa
T215,Africa,Block8,6.7,19,Eastern Africa
T215,Africa,Block8,6.3,19,Eastern Africa
T215,Africa,Block8,6.6,18,Eastern Africa
T215,Africa,Block8,6.5,19,Eastern Africa
T216,Africa,Block2,8.5,24,Northern Africa
T216,Africa,Block2,8,21,Northern Africa
T216,Africa,Block2,8.4,23,Northern Africa
T216,Africa,Block2,8.5,20,Northern Africa
T216,Africa,Block2,8.3,20,Northern Africa
TN01,Africa,Block4,8.1,21,Northern Africa
TN01,Africa,Block4,9.6,20,Northern Africa
TN01,Africa,Block4,8.1,20,Northern Africa
TN01,Africa,Block4,8.9,21,Northern Africa
TN01,Africa,Block4,9.3,22,Northern Africa
T217,Africa,Block4,7.1,23,Western Africa
T217,Africa,Block4,7.2,22,Western Africa
T217,Africa,Block4,7.2,21,Western Africa
T217,Africa,Block4,,,Western Africa
T217,Africa,Block4,,,Western Africa
T218,Africa,Block8,9.1,25,Eastern Africa
T218,Africa,Block8,12.9,25,Eastern Africa
T218,Africa,Block8,12.3,21,Eastern Africa
T218,Africa,Block8,,,Eastern Africa
T218,Africa,Block8,,,Eastern Africa
T219,Africa,Block7,8.4,23,Northern Africa
T219,Africa,Block7,7.7,22,Northern Africa
T219,Africa,Block7,8,27,Northern Africa
T219,Africa,Block7,7.1,26,Northern Africa
T219,Africa,Block7,7.2,26,Northern Africa
T220,Africa,Block8,7.4,23,Northern Africa
T220,Africa,Block8,7.8,21,Northern Africa
T220,Africa,Block8,7.8,17,Northern Africa
T220,Africa,Block8,7.6,21,Northern Africa
T220,Africa,Block8,,,Northern Africa
T221,Africa,Block5,6.4,25,Western Africa
T221,Africa,Block5,6.5,24,Western Africa
T221,Africa,Block5,7.4,23,Western Africa
T221,Africa,Block5,7.4,25,Western Africa
T221,Africa,Block5,,,Western Africa
T222,Africa,Block6,7.1,25,Western Africa
T222,Africa,Block6,7.2,24,Western Africa
T222,Africa,Block6,7.2,25,Western Africa
T222,Africa,Block6,,,Western Africa
T222,Africa,Block6,,,Western Africa
T224,Africa,Block5,7.9,25,Western Africa
T224,Africa,Block5,8.2,27,Western Africa
T224,Africa,Block5,7.1,25,Western Africa
T224,Africa,Block5,7.4,26,Western Africa
T224,Africa,Block5,7.2,25,Western Africa
T225,Africa,Block2,6.7,24,Western Africa
T225,Africa,Block2,6.6,23,Western Africa
T225,Africa,Block2,7.2,27,Western Africa
T225,Africa,Block2,,,Western Africa
T225,Africa,Block2,,,Western Africa
T227,Africa,Block8,7.8,22,Northern Africa
T227,Africa,Block8,7.9,24,Northern Africa
T227,Africa,Block8,9.1,25,Northern Africa
T227,Africa,Block8,8.1,24,Northern Africa
T227,Africa,Block8,,,Northern Africa
T228,Africa,Block6,8,24,Northern Africa
T228,Africa,Block6,7.5,23,Northern Africa
T228,Africa,Block6,7.2,23,Northern Africa
T228,Africa,Block6,,,Northern Africa
T228,Africa,Block6,,,Northern Africa
T229,Africa,Block2,7.9,30,Northern Africa
T229,Africa,Block2,8.9,34,Northern Africa
T229,Africa,Block2,8.3,34,Northern Africa
T229,Africa,Block2,9,35,Northern Africa
T229,Africa,Block2,9.4,38,Northern Africa
T230,Africa,Block6,7.5,27,Northern Africa
T230,Africa,Block6,9.6,23,Northern Africa
T230,Africa,Block6,7.2,22,Northern Africa
T230,Africa,Block6,8.1,23,Northern Africa
T230,Africa,Block6,7.1,22,Northern Africa
T231,Africa,Block7,8.1,21,Northern Africa
T231,Africa,Block7,8.3,26,Northern Africa
T231,Africa,Block7,7.6,22,Northern Africa
T231,Africa,Block7,6.7,21,Northern Africa
T231,Africa,Block7,7.4,22,Northern Africa
T232,Africa,Block2,7,23,Northern Africa
T232,Africa,Block2,7.5,21,Northern Africa
T232,Africa,Block2,6.8,23,Northern Africa
T232,Africa,Block2,7.3,24,Northern Africa
T232,Africa,Block2,6,19,Northern Africa
T233,Africa,Block7,6.7,24,Northern Africa
T233,Africa,Block7,6.3,24,Northern Africa
T233,Africa,Block7,6.9,23,Northern Africa
T233,Africa,Block7,7.8,23,Northern Africa
T233,Africa,Block7,,,Northern Africa
T234,Africa,Block1,7.8,24,Northern Africa
T234,Africa,Block1,8.1,30,Northern Africa
T234,Africa,Block1,8,26,Northern Africa
T234,Africa,Block1,8.2,22,Northern Africa
T234,Africa,Block1,7.2,21,Northern Africa
T235,Africa,Block6,7.4,18,Eastern Africa
T235,Africa,Block6,8.2,22,Eastern Africa
T235,Africa,Block6,7.7,20,Eastern Africa
T235,Africa,Block6,,,Eastern Africa
T235,Africa,Block6,,,Eastern Africa
T236,Africa,Block8,6.3,23,Eastern Africa
T236,Africa,Block8,7.2,23,Eastern Africa
T236,Africa,Block8,6.9,23,Eastern Africa
T236,Africa,Block8,,,Eastern Africa
T236,Africa,Block8,,,Eastern Africa
T237,Africa,Block6,7.1,32,Central Africa
T237,Africa,Block6,7,22,Central Africa
T237,Africa,Block6,7.8,24,Central Africa
T237,Africa,Block6,6.4,28,Central Africa
T237,Africa,Block6,7.4,27,Central Africa
T238,Africa,Block1,7.1,29,Northern Africa
T238,Africa,Block1,8,28,Northern Africa
T238,Africa,Block1,,,Northern Africa
T238,Africa,Block1,,,Northern Africa
T238,Africa,Block1,,,Northern Africa
T239,Africa,Block6,8,21,Eastern Africa
T239,Africa,Block6,7.1,18,Eastern Africa
T239,Africa,Block6,7.5,20,Eastern Africa
T239,Africa,Block6,7.5,22,Eastern Africa
T239,Africa,Block6,,,Eastern Africa
T240,Africa,Block6,7.4,32,Eastern Africa
T240,Africa,Block6,6.7,36,Eastern Africa
T240,Africa,Block6,7.2,25,Eastern Africa
T240,Africa,Block6,8.1,32,Eastern Africa
T240,Africa,Block6,7.9,30,Eastern Africa
T241,Africa,Block1,8.1,25,Eastern Africa
T241,Africa,Block1,7.3,26,Eastern Africa
T241,Africa,Block1,8,27,Eastern Africa
T241,Africa,Block1,8,28,Eastern Africa
T241,Africa,Block1,8.5,26,Eastern Africa
T242,Africa,Block2,7.3,23,Eastern Africa
T242,Africa,Block2,7.8,26,Eastern Africa
T242,Africa,Block2,6.7,21,Eastern Africa
T242,Africa,Block2,6.9,26,Eastern Africa
T242,Africa,Block2,7.4,24,Eastern Africa
T243,Africa,Block3,7.2,23,Eastern Africa
T243,Africa,Block3,7.6,20,Eastern Africa
T243,Africa,Block3,7.7,22,Eastern Africa
